-27.36,-16.46,16370.92
6.64,-25.46,16374.92
-9.36,-12.46,16389.92
-18.36,-20.46,16387.92
18.64,19.54,16396.92
-40.36,-9.46,16383.92
35.64,15.54,16385.92
-8.36,9.54,16378.92
-24.36,-10.46,16385.92
6.64,-4.46,16383.92
-16.36,-0.46,16377.92
15.64,18.54,16396.92
-14.36,-7.46,16386.92
4.64,3.54,16376.92
-20.36,5.54,16393.92
-10.36,-11.46,16394.92
-15.36,-18.46,16386.92
5.64,14.54,16386.92
-20.36,-15.46,16384.92
0.64,4.54,16385.92
-3.36,0.54,16374.92
-15.36,-3.46,16385.92
-12.36,-8.46,16380.92
5.64,3.54,16392.92
3.64,-1.46,16394.92
-10.36,-9.46,16402.92
-21.36,-3.46,16393.92
-6.36,-12.46,16387.92
-9.36,11.54,16392.92
4.64,6.54,16397.92
-8.36,9.54,16380.92
-25.36,3.54,16377.92
-8.36,8.54,16396.92
-29.36,-3.46,16400.92
-3.36,10.54,16398.92
-17.36,7.54,16381.92
-4.36,5.54,16375.92
-11.36,-4.46,16389.92
-6.36,-14.46,16368.92
-5.36,-8.46,16362.92
17.64,5.54,16372.92
-1.36,-9.46,16400.92
11.64,-3.46,16393.92
22.64,12.54,16396.92
18.64,-0.46,16377.92
18.64,10.54,16380.92
18.64,7.54,16398.92
19.64,-11.46,16387.92
26.64,-8.46,16381.92
8.64,-8.46,16390.92
9.64,-5.46,16401.92
30.64,46.54,16375.92
57.64,-2.46,16382.92
67.64,0.54,16373.92
105.64,14.54,16407.92
71.64,-6.46,16412.92
64.64,-65.46,16588.92
628.64,-337.46,15903.92
257.64,-183.46,16499.92
99.64,-65.46,16437.92
64.64,213.54,16413.92
620.64,178.54,16458.92
142.64,-119.46,16405.92
-1501.36,706.54,16326.92
1215.64,-491.46,16357.92
-110.36,291.54,18073.92
1256.64,317.54,16894.92
2888.64,-1014.46,15840.92
3515.64,303.54,19583.92
6081.64,-1297.46,17631.92
7495.64,-1662.46,15837.92
10037.64,298.54,10831.92
12428.64,-1821.46,9261.92
16801.64,-4833.46,8075.92
13510.64,-5105.46,2948.92
17434.64,-3123.46,-842.08
15878.64,-2199.46,-3639.08
16773.64,-2450.46,-5750.08
17354.64,173.54,-9879.08
14226.64,-65.46,-8080.08
12370.64,2047.54,-9887.08
13426.64,740.54,-9397.08
13652.64,2428.54,-12962.08
12587.64,2429.54,-13586.08
6848.64,4632.54,-12569.08
9933.64,2585.54,-15809.08
6606.64,4175.54,-13038.08
5736.64,2841.54,-17758.08
3544.64,3204.54,-15144.08
4260.64,2091.54,-19627.08
5997.64,2967.54,-16066.08
6043.64,2925.54,-17349.08
9871.64,2833.54,-12286.08
15805.64,2279.54,-11436.08
11035.64,4424.54,-7470.08
14540.64,4690.54,1742.92
15279.64,4807.54,6339.92
14760.64,3078.54,10799.92
12270.64,3224.54,10439.92
11597.64,2555.54,12516.92
9860.64,6268.54,7548.92
6220.64,1791.54,19731.92
5842.64,3636.54,17332.92
2947.64,3435.54,15476.92
491.64,4424.54,15521.92
-353.36,4048.54,14960.92
-1897.36,3777.54,15215.92
-4049.36,3152.54,15892.92
-4815.36,2284.54,16168.92
-5984.36,1815.54,14790.92
-7715.36,547.54,15597.92
-8812.36,374.54,13575.92
-8472.36,1067.54,13345.92
-10407.36,1415.54,11456.92
-10906.36,1205.54,10030.92
-9226.36,2936.54,9490.92
-13332.36,2248.54,9668.92
-12710.36,1539.54,8397.92
-12798.36,1564.54,8319.92
-14973.36,1756.54,7698.92
-13880.36,2718.54,5911.92
-13450.36,3041.54,4698.92
-14886.36,2879.54,4774.92
-13561.36,4063.54,4958.92
-13697.36,3195.54,4760.92
-14218.36,3955.54,2537.92
-14346.36,3857.54,314.92
-15092.36,4688.54,-735.08
-15366.36,3291.54,-1815.08
-16676.36,4113.54,-2870.08
-14558.36,5983.54,-6785.08
-13320.36,5423.54,-8368.08
-12341.36,3660.54,-7557.08
-10496.36,5595.54,-10362.08
-9499.36,5008.54,-10831.08
-9389.36,5259.54,-11710.08
-7575.36,5140.54,-12496.08
-5721.36,4776.54,-13733.08
-3716.36,5158.54,-15338.08
-1222.36,4816.54,-16668.08
-1176.36,3659.54,-16425.08
971.64,4580.54,-17788.08
1361.64,3664.54,-16239.08
4203.64,5097.54,-17777.08
2540.64,3782.54,-15130.08
6947.64,4449.54,-16713.08
4697.64,3838.54,-14204.08
7987.64,5379.54,-15054.08
8041.64,4886.54,-13756.08
10209.64,5585.54,-13458.08
9509.64,5735.54,-13426.08
10744.64,5654.54,-14385.08
7171.64,4969.54,-11546.08
13201.64,4476.54,-14289.08
11788.64,3144.54,-15966.08
4580.64,-352.46,-11345.08
6938.64,2366.54,-18834.08
411.64,-2030.46,-16388.08
1392.64,707.54,-19639.08
-3311.36,22.54,-16991.08
-4299.36,327.54,-17614.08
-10644.36,-963.46,-11604.08
-11624.36,340.54,-8970.08
-11702.36,-2491.46,-6328.08
-18929.36,6030.54,-3211.08
-12080.36,-1607.46,2180.92
-14931.36,4442.54,4483.92
-11133.36,2836.54,9000.92
-6179.36,930.54,9865.92
-3788.36,761.54,14254.92
-1077.36,-996.46,16806.92
857.64,-1320.46,16207.92
-410.36,-725.46,15967.92
1557.64,-3503.46,17810.92
965.64,-4401.46,21176.92
721.64,-1523.46,19585.92
3454.64,-2512.46,19052.92
-2298.36,3930.54,17049.92
-2971.36,5155.54,14647.92
-2604.36,10773.54,8126.92
-2962.36,11049.54,8520.92
-3208.36,12436.54,4641.92
-5501.36,14058.54,4573.92
-6222.36,14376.54,2621.92
-3868.36,14566.54,-3800.08
-1578.36,12878.54,-3986.08
-1701.36,14834.54,-9304.08
-1795.36,15837.54,-12403.08
-5384.36,17916.54,-14364.08
-2421.36,16091.54,-11801.08
-1055.36,14006.54,-6544.08
-1037.36,14660.54,-1998.08
3141.64,13152.54,-489.08
-4082.36,11065.54,7237.92
59.64,10446.54,3878.92
-5824.36,2594.54,7288.92
-3479.36,-10716.46,12731.92
-5984.36,-16210.46,25911.92
-6055.36,-13554.46,23821.92
-6643.36,-6924.46,17407.92
-4144.36,-4338.46,10903.92
-5832.36,-2118.46,12189.92
-6767.36,-4235.46,12799.92
-3340.36,-10680.46,16580.92
-3837.36,-9179.46,17557.92
-5001.36,-7840.46,18370.92
-7241.36,-5623.46,14101.92
-7557.36,-6673.46,20991.92
-8139.36,-892.46,15137.92
-6933.36,1267.54,12788.92
-3350.36,6174.54,6520.92
-4976.36,5856.54,4005.92
-1669.36,8342.54,-5221.08
-4372.36,12968.54,-12355.08
-2693.36,18032.54,-20065.08
-4141.36,15904.54,-13713.08
-2930.36,17602.54,-16076.08
141.64,14559.54,-14579.08
-1510.36,14617.54,-14064.08
-1176.36,13452.54,-11731.08
-4048.36,190.54,-5339.08
-6413.36,-12433.46,9539.92
-13102.36,-13849.46,26748.92
-12840.36,-5424.46,19812.92
-11170.36,-4775.46,16179.92
-18451.36,1739.54,9303.92
-15120.36,1246.54,3658.92
-11273.36,888.54,-660.08
-13921.36,9731.54,-18073.08
-8967.36,-1586.46,-11646.08
-10687.36,4767.54,-13438.08
-287.36,5804.54,-13493.08
457.64,4340.54,-12883.08
-3271.36,5263.54,-22844.08
-10180.36,-498.46,-21585.08
-21805.36,-6115.46,-1458.08
-18625.36,2736.54,-9431.08
-157.36,1185.54,12035.92
9113.64,561.54,12051.92
10000.64,2740.54,10429.92
6973.64,2178.54,19497.92
7366.64,1368.54,17381.92
12481.64,-2137.46,13902.92
10670.64,-739.46,18505.92
7535.64,3875.54,8015.92
6730.64,1140.54,12423.92
-39.36,-1596.46,22373.92
-3597.36,-751.46,15024.92
-13202.36,5643.54,-5770.08
-17367.36,3729.54,-17267.08
-22901.36,2432.54,-10506.08
-3117.36,6270.54,-10286.08
8219.64,3812.54,-12432.08
4790.64,2146.54,-18708.08
-9229.36,529.54,-13054.08
-13843.36,1544.54,-17263.08
-18407.36,-2040.46,-4113.08
-30321.36,461.54,6996.92
-15714.36,-143.46,-6725.08
3660.64,4591.54,11456.92
10534.64,5073.54,11452.92
4945.64,7728.54,11909.92
3404.64,6848.54,13460.92
7360.64,4493.54,17313.92
4123.64,5020.54,15525.92
2035.64,1624.54,17652.92
-4277.36,2444.54,17229.92
-4255.36,1131.54,14770.92
-10217.36,4461.54,12057.92
-14449.36,5999.54,8753.92
-13745.36,6551.54,2548.92
-14040.36,7800.54,-4605.08
-12130.36,10126.54,-13855.08
-3345.36,7270.54,-12819.08
-2511.36,7181.54,-169.08
11837.64,6162.54,-9375.08
18486.64,2483.54,-9440.08
15708.64,677.54,-4003.08
18623.64,3161.54,9039.92
19016.64,-596.46,9308.92
10846.64,2894.54,8592.92
12963.64,-2724.46,9982.92
19063.64,-1789.46,3325.92
17392.64,-5928.46,436.92
12782.64,-4783.46,-10918.08
11429.64,-1939.46,-17243.08
-3314.36,-449.46,-7871.08
-18957.36,3210.54,-1409.08
-27892.36,4074.54,1024.92
-15396.36,7633.54,-7522.08
-305.36,3713.54,12483.92
-3945.36,4893.54,19125.92
4624.64,8353.54,11825.92
4715.64,6698.54,14364.92
6373.64,5093.54,13386.92
7081.64,3919.54,14878.92
4948.64,5688.54,12578.92
-3018.36,5858.54,16650.92
-1570.36,3399.54,17549.92
-2285.36,4567.54,11717.92
-4063.36,3797.54,14779.92
-3448.36,2470.54,14725.92
-716.36,651.54,13938.92
-3477.36,1189.54,16503.92
-2424.36,-366.46,16371.92
-2030.36,-223.46,14632.92
-1070.36,-3436.46,17554.92
-4979.36,809.54,18383.92
-6430.36,-789.46,18529.92
-4293.36,-514.46,14732.92
-5627.36,-29.46,20723.92
-5003.36,-1373.46,23840.92
-884.36,-1207.46,23607.92
912.64,1579.54,21211.92
6872.64,-827.46,17074.92
1968.64,4092.54,5699.92
6091.64,5428.54,6131.92
3303.64,10698.54,-887.08
-2651.36,16738.54,-3234.08
-2596.36,18446.54,-1115.08
-759.36,16869.54,1330.92
2059.64,17328.54,-5070.08
4059.64,15379.54,-2015.08
3585.64,16932.54,2789.92
-2286.36,13258.54,12721.92
1958.64,5710.54,14509.92
-2938.36,1460.54,16679.92
-13261.36,4064.54,12266.92
-26253.36,11150.54,12935.92
-20058.36,13199.54,14102.92
-11119.36,7915.54,-7306.08
-13250.36,10944.54,-77.08
-20278.36,11488.54,-519.08
-24274.36,14927.54,4235.92
-8200.36,8320.54,1299.92
4774.64,5003.54,-1422.08
3465.64,6590.54,10040.92
2863.64,5054.54,10360.92
4322.64,1362.54,16405.92
85.64,1642.54,23422.92
1001.64,69.54,15268.92
-809.36,619.54,16038.92
-4836.36,1555.54,17343.92
-4814.36,311.54,16220.92
-4619.36,-575.46,19241.92
-4100.36,489.54,13697.92
-8202.36,-578.46,14108.92
-8858.36,289.54,15489.92
-5607.36,-353.46,14634.92
-3355.36,-139.46,15820.92
-3728.36,-526.46,16151.92
795.64,-521.46,15982.92
354.64,-420.46,16288.92
350.64,-153.46,16421.92
371.64,-156.46,16414.92
347.64,-187.46,16393.92
366.64,-194.46,16414.92
357.64,-225.46,16388.92
373.64,-268.46,16393.92
363.64,-250.46,16414.92
365.64,-212.46,16398.92
367.64,-202.46,16393.92
372.64,-222.46,16397.92
371.64,-188.46,16398.92
362.64,-233.46,16395.92
